Gender,age range,geographical zone,Academic Status, Education Level/Certificates (You can choose more than one),social Media Platforms , emerging technologies ,How do you access your social media platforms? (You can choose more than one),How long have you been using social networking sites?,How often do you visit your Social Network accounts?,"On average, how much time do you spend daily on a social networking site?",How many of your classmates are your contacts/friends on your social networking sites?,Why do you use social networks? (You can choose more than one),Incorporating social media platforms and emerging technologies highlighted earlier will enhance my productivity as a Student,Social media platforms and emerging technologies highlighted earlier could help facilitate learning and engage students at educational institutions?,Incorporating social media and emerging technologies as a teaching tool will increase my comprehension and assimilation as a student,Educational Learning via the social media platforms will be easy for me,Educational Learning via emerging technologies highlighted earlier will be easy for me, It will be beneficial for me to become skilful at using social media platforms and emerging technologies for learning, My colleagues think I should use social media and emerging technologies for learning,My family and friends will appreciate my use of social media and emerging technologies for learning,My privacy will be infringed if social media platforms and emerging technologies are proposed for teaching and learning,Internet availability and signal strength will be a problem in using the social media and emerging technologies for learning  ,Internet data bundles affordability will be a problem in using the social media and emerging technologies for learning  ,Power availability will be a problem in using the social media and emerging technologies for learning  ,I have the technical skills to use social media platforms and emerging technologies for learning,I will be willing to use social media platforms and emerging technologies for learning., I will be willing to devote the required time and energy for my learning activities via social media platforms and emerging technologies for learning.,"If you are not willing to use nor devote time to social media and emerging technologies for learning, State Why.",Are you presently involved in e-learning using any social media platform or emerging technologies earlier highlighted?,Which elearning courses or platforms are you currently engaged in.
Female,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;WhatsApp;YouTube;Pinterest,Facebook Live,Desktop;Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes;To while away time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,,No,
Male,15 - 25,North West (NW),Student - Full time,Undegraduate (presently in University),Facebook;Instagram;WhatsApp;YouTube;Tiktok,Facebook Live,Laptop;Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To play games;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,,No,
Male,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;Google Plus,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,,No,None for now
Male,15 - 25,South West (SW),Student - Full time,Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp,Facebook Live;whatsapp,Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,No,
Male,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;WhatsApp,"Facebook Live;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To play games;To keep in touch with family and friends;To get latest information/gist;For academic purposes;To while away time,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,
Female,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp;Snapchat,Facebook Live;Google Classroom,Laptop;Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,,No,
Female,15 - 25,South West (SW),Student - Full time,Undegraduate (presently in University),Facebook;Instagram;WhatsApp,Facebook Live,Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,,No,Am not 
Female,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Twitter;Instagram;WhatsApp;Telegram;YouTube;Pinterest;Snapchat;Tiktok,"Learning Management System (Moodle, Talent, Docebo etc.);Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes;To while away time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Moodle
Female,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Snapchat,Facebook Live;Microsoft's Team,Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,,No,
Female,26 - 35,South West (SW),Non Students,"First Degree (BSc, B.Tech, B.Edu, ...)",Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat;Windows Live;Google Plus;WeChat;Tiktok,"Facebook Live;Microsoft's Team;Learning Management System (Moodle, Talent, Docebo etc.);Gamification via Games-based learning (GBL);Web-based Elearning Platforms",Laptop;Smatphone;Tablet or Ipad,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Disagree,Agree,Neutral,Neutral,Agree,Neutral,,No,
Male,15 - 25,South West (SW),Student - Full time,Undegraduate (presently in University),Twitter;Instagram;WhatsApp;LinkedIn;YouTube;Pinterest;Snapchat;Blogger.com,Facebook Live,Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,Yes,Online drawing and sculputer classes on www.youtube.com
Male,15 - 25,South West (SW),Student - Full time,Undegraduate (presently in University),Twitter;Instagram;WhatsApp;YouTube,Zoom,Smatphone,above 5 years,Daily,Always online,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To while away time,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,,No,
Female,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp;Telegram;YouTube;Pinterest,Zoom,Smatphone,3-5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,,No,
Male,15 - 25,South West (SW),Student - Full time,Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram,Zoom;Facebook Live,Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes;To while away time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,,No,
Male,15 - 25,South West (SW),Student - Full time,Undegraduate (presently in University),Twitter;WhatsApp,"Google Classroom;Learning Management System (Moodle, Talent, Docebo etc.)",Smatphone,above 5 years,Daily,Less than 1 hour,Almost everyone,To find information;To keep in touch with family and friends;To share your experience,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,French class
Female,15 - 25,South East (SE),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;WhatsApp,None,Smatphone,1-2 years,Weekly,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes;To while away time,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Agree,"Availability of Internet data bundles, I have all the time.
",No,None
Male,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Blogger.com,"Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,I am willing because I like to grab knowledge from anything I do,Yes,Agric-seminar using Whatsapp platform
Male,15 - 25,North East (NE),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp,Facebook Live,Laptop;Smatphone,above 5 years,Daily,7 - 12 hours per day,20 - 50,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,,Yes,
Female,15 - 25,North Central (NC),Student - Full time,SSCE,Facebook;WhatsApp,Facebook Live,Smatphone,1-2 years,Daily,Less than 1 hour,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;For academic purposes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,No,
Male,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;WhatsApp;Snapchat,Facebook Live;Google Classroom,Laptop;Smatphone,1-2 years,Daily,Less than 1 hour,20 - 50,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,"Due to time, network, data & battery of my phone \laptop",No,Non for now
Female,15 - 25,North East (NE),Student - Full time,SSCE;Undegraduate (presently in University),WhatsApp,"Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To play games;To keep in touch with family and friends;To get latest information/gist;To while away time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Agree,,No,
Female,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp;Telegram;LinkedIn,Facebook Live,Smatphone,above 5 years,Daily,1 - 6 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,No,None
Male,26 - 35,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Snapchat;Google Plus,"Zoom;Facebook Live;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Smatphone,above 5 years,Daily,7 - 12 hours per day,20 - 50,To find information;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Sololearn 
Male,15 - 25,South West (SW),Student - Full time,"First Degree (BSc, B.Tech, B.Edu, ...)",Facebook;Twitter;Instagram;WhatsApp;YouTube;Pinterest,Zoom;Facebook Live;Google Classroom,Smatphone,3-5 years,Occassionally,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes;To while away time,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,,Yes,Goggle Classroom
Male,15 - 25,South West (SW),Student - Full time,"First Degree (BSc, B.Tech, B.Edu, ...)",Facebook;Twitter;Instagram;WhatsApp;YouTube;Pinterest,Zoom;Facebook Live;Google Classroom,Smatphone,3-5 years,Occassionally,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes;To while away time,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,,Yes,Goggle Classroom
Male,26 - 35,North Central (NC),Non Students,"OND;First Degree (BSc, B.Tech, B.Edu, ...)",Facebook;Twitter;Instagram;WhatsApp;Telegram;Snapchat,"Learning Management System (Moodle, Talent, Docebo etc.)",Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To share your experience;For academic purposes,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,,No,About to enback on a course on Digital marketing after the pandemic
Male,26 - 35,South West (SW),Non Students,"SSCE;First Degree (BSc, B.Tech, B.Edu, ...)",Facebook;WhatsApp;YouTube;Zoom ,Zoom,Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To share videos/ pictures/ music;To share your experience,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,,Yes,3D animation design 
Male,26 - 35,South West (SW),Non Students,"SSCE;First Degree (BSc, B.Tech, B.Edu, ...)",Facebook;WhatsApp;YouTube;Zoom ,Zoom,Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To share videos/ pictures/ music;To share your experience,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,,Yes,3D animation design 
Male,26 - 35,South West (SW),Non Students,"SSCE;First Degree (BSc, B.Tech, B.Edu, ...)",Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Google Plus,Google Classroom,Laptop;Desktop,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,Disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Disagree,Disagree,Strongly Agree,Agree,,No,
Female,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;LinkedIn;YouTube;Pinterest;Snapchat,"Zoom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,3-5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,"Udemy, alison,class central, WhatsApp "
